"","iso3","country","hdicode","hdi_rank_2022","gii_rank_2022","year","hdi","life_expectancy","pop_millions","hdi_f","hdi_m","life_expec_f","life_expec_m","expec_yr_school","expec_yr_school_f","expec_yr_school_m","mean_yr_school","mean_yr_school_f","mean_yr_school_m","gross_inc_percap","gross_inc_percap_f","gross_inc_percap_m","gender_development","gender_inequality","secondary_education_f_%","secondary_education_m_%","seats_in_parliament_f_%","seats_in_parliament_m_%","labour_participation_f_%","labour_participation_m_%","co2_emission_tons","mat_footprint_percap_tons"
"49","ALB","Albania","High",74,34,2005,0.72,76.621,3.032634,0.690346737,0.742740271,79.493,74.033,12.2344799,12.18710995,12.2737999,9.082582882,8.541898591,9.660020147,8197.982293,5381.408702,11044.0207,0.929,0.263,75.43385533,83.12119402,7.142857143,92.85714286,27.3,41.8,1.405181107,12.5038
"50","ALB","Albania","High",74,34,2006,0.728,76.816,3.003387,0.69998739,0.751080855,79.686,74.243,12.55426025,12.55358982,12.55493069,9.147308622,8.618575641,9.719010217,8814.489301,5785.317226,11866.60043,0.932,0.256,76.54318128,83.75885337,7.142857143,92.85714286,27.31,41.56,1.3020966,12.0193
"51","ALB","Albania","High",74,34,2007,0.74,77.549,2.9760835,0.71005158,0.763287954,80.247,75.1,12.9734602,13.06161022,12.89264011,9.212034362,8.695252691,9.778000287,9399.455701,5957.324311,12857.3238,0.93,0.259,77.65250724,84.39651271,7.142857143,92.85714286,36.73,61.12,1.326911472,11.5065
"52","ALB","Albania","High",74,34,2008,0.747,77.653,2.951689,0.726796716,0.764881797,80.429,75.163,13.17510033,13.21650982,13.14393044,9.276760101,8.771929741,9.836990356,9962.428183,7549.254089,12379.47242,0.95,0.244,78.76183319,85.03417206,7.142857143,92.85714286,45.66,61.45,1.489655584,12.0821
"53","ALB","Albania","High",74,34,2009,0.752,77.781,2.9305415,0.732210799,0.769965588,80.544,75.316,13.36019993,13.48692036,13.2489996,9.451739947,8.980109851,9.965206782,10153.08169,7503.96211,12799.37426,0.951,0.191,79.89206441,86.16005452,16.42857143,83.57142857,46.13,64.7,1.503681402,13.782
"54","ALB","Albania","High",74,34,2010,0.766,77.936,2.9133995,0.747593133,0.782251769,80.688,75.493,14.1717701,14.26589966,14.09512043,9.626719793,9.18828996,10.09342321,10643.04263,8129.253231,13148.55468,0.956,0.192,81.02229563,87.28593699,16.42857143,83.57142857,46.86,63.97,1.642033927,10.7059
"55","ALB","Albania","High",74,34,2011,0.779,78.092,2.900654,0.761439309,0.79454838,80.798,75.693,15.00177956,15.05648041,14.95676041,9.801699638,9.39647007,10.22163963,11056.62958,8605.198934,13496.02981,0.958,0.194,82.15252686,88.41181946,15.71428571,84.28571429,52.49,67.54,1.83224197,10.6871
"56","ALB","Albania","High",74,34,2012,0.789,78.064,2.892193,0.775625025,0.801310126,80.703,75.73,15.76570988,15.8764801,15.66454029,10.02511024,9.832489967,10.23851013,11146.24731,8888.907565,13390.28305,0.968,0.196,85.21604156,89.42938232,15.71428571,84.28571429,48.84,65.28,1.676962775,9.8013
"57","ALB","Albania","High",74,34,2013,0.793,78.123,2.887014,0.777537888,0.807282685,80.781,75.786,15.99631023,16.08263969,15.91298008,10.01542816,9.799971962,10.25177612,11552.96617,8890.075102,14198.9304,0.963,0.191,84.408992,88.76347961,17.85714286,82.14285714,43.95,61.66,1.83147709,8.685
"58","ALB","Albania","High",74,34,2014,0.797,78.407,2.884102,0.778898256,0.813209384,81.013,76.114,16.24332047,16.32761002,16.15740013,10.00574608,9.767453957,10.26504211,11691.6318,8650.805655,14712.78244,0.958,0.186,83.60194244,88.0975769,20,80,43.98,63.34,2.080266232,11.1932
"59","ALB","Albania","High",74,34,2015,0.797,78.644,2.8824805,0.783992594,0.809247006,81.183,76.404,15.91224003,15.9946804,15.8252697,9.996063995,9.734935951,10.27830811,12016.28065,9909.704085,14109.6221,0.969,0.178,82.79489288,87.43167419,20.71428571,79.28571429,47.04,64.15,1.634737575,10.6815
"60","ALB","Albania","High",74,34,2016,0.795,78.86,2.881063,0.782060023,0.807899492,81.377,76.639,15.44941998,15.61968994,15.27418041,9.986381912,9.702417946,10.2915741,12484.60659,10111.06813,14844.56591,0.968,0.161,81.98784332,86.76577148,22.85714286,77.14285714,49.73,64.87,1.607739921,12.0823
"61","ALB","Albania","High",74,34,2017,0.796,79.047,2.879355,0.782182429,0.809305976,81.504,76.873,15.32594013,15.53131008,15.11301041,9.976699829,9.66989994,10.30484009,12802.17594,10252.22661,15339.76755,0.966,0.145,81.18079376,86.09986877,27.85714286,72.14285714,49.57,66.52,1.838258916,10.1361
"62","ALB","Albania","High",74,34,2018,0.797,79.184,2.877013,0.785035347,0.80911826,81.608,77.037,15.10783005,15.36147022,14.84558964,10.02484799,9.717089367,10.34784518,13302.73303,10910.04366,15686.44904,0.97,0.139,81.53692426,86.22545725,27.85714286,72.14285714,51.32,67.42,1.701417408,9.716
"63","ALB","Albania","High",74,34,2019,0.8,79.282,2.8738835,0.78842781,0.810817838,81.666,77.168,15.1776104,15.43577003,14.90935993,10.07299615,9.764278793,10.39085028,13481.9718,11282.14704,15676.46399,0.972,0.131,81.89305475,86.35104572,29.50819672,70.49180328,52.87,67.93,1.67957429,9.9268
"64","ALB","Albania","High",74,34,2020,0.784,76.989,2.8668485,0.775403713,0.793219864,79.676,74.632,14.75971985,15.01955986,14.49291039,10.12114431,9.811468219,10.43385538,13069.1277,11153.64445,14983.69514,0.978,0.129,82.24918524,86.47663419,29.50819672,70.49180328,54.45,68.91,1.750667719,10.4704
"65","ALB","Albania","High",74,34,2021,0.785,76.463,2.85471,0.777866227,0.792941754,79.173,74.087,14.57174969,14.84924984,14.28942013,10.12114431,9.811468219,10.43385538,14399.78047,12550.78289,16252.40873,0.981,0.117,82.24918524,86.47663419,35.71428571,64.28571429,56.08,69.91,1.717757671,11.5865
"66","ALB","Albania","High",74,34,2022,0.789,76.833,2.842321,0.780277105,0.798432468,79.472,74.502,14.48746967,14.68103981,14.29220009,10.12114431,9.811468219,10.43385538,15293.32651,13198.53956,17398.00369,0.977,0.116,82.24918524,86.47663419,35.71428571,64.28571429,56.08,69.91,1.717757671,11.7367
"67","DZA","Algeria","High",93,114,1990,0.593,67.416,25.518074,NA,NA,68.517,66.313,9.797889709,NA,NA,4.614607921,3.091532639,6.020075074,8592.763017,NA,NA,NA,NA,18.1849718,40.93550634,3.157894737,96.84210526,NA,NA,3.007186201,7.1909
"68","DZA","Algeria","High",93,114,1991,0.596,67.688,26.133905,NA,NA,69.007,66.378,9.823940277,NA,NA,4.830320362,3.295769637,6.234064895,8177.384759,NA,NA,NA,NA,19.61117573,42.75278053,3.157894737,96.84210526,NA,NA,3.015500362,6.0516
"69","DZA","Algeria","High",93,114,1992,0.601,67.757,26.7483025,NA,NA,69.307,66.238,9.909230232,NA,NA,5.046032803,3.500006635,6.448054715,8208.306614,NA,NA,NA,NA,21.03737965,44.57005472,3.157894737,96.84210526,NA,NA,2.986481049,6.4169
"70","DZA","Algeria","High",93,114,1993,0.602,67.719,27.3543275,NA,NA,69.202,66.263,9.915590286,NA,NA,5.261745244,3.704243633,6.662044536,7917.633629,NA,NA,NA,NA,22.46358357,46.38732892,3.157894737,96.84210526,NA,NA,2.995650377,6.059
"71","DZA","Algeria","High",93,114,1994,0.603,67.361,27.937006,NA,NA,69.169,65.621,9.986069679,NA,NA,5.477457686,3.908480631,6.876034357,7651.361892,NA,NA,NA,NA,23.8897875,48.20460311,3.157894737,96.84210526,NA,NA,3.171721408,5.929
"72","DZA","Algeria","High",93,114,1995,0.607,67.454,28.478022,NA,NA,69.518,65.489,9.958029747,NA,NA,5.693170127,4.112717628,7.090024177,7737.878323,1572.079555,13713.09888,NA,0.673,25.31599142,50.02187731,3.157894737,96.84210526,11.82,77.46,3.398301329,5.96
"73","DZA","Algeria","High",93,114,1996,0.618,68.749,28.984634,NA,NA,70.4,67.134,10.12388992,NA,NA,5.876116121,4.339336763,7.218933708,7902.659495,1625.028518,13972.26052,NA,0.662,26.7526565,51.12722965,3.157894737,96.84210526,11.82,77.46,3.451463282,5.5409
"74","DZA","Algeria","High",93,114,1997,0.626,69.171,29.476031,NA,NA,70.925,67.49,10.41034667,NA,NA,6.059062116,4.565955898,7.347843238,7901.092981,1660.431156,13902.5947,NA,0.645,28.18932158,52.232582,3.157894737,96.84210526,7.37,47.32,2.998008789,4.9873
"75","DZA","Algeria","High",93,114,1998,0.635,69.451,29.9246685,NA,NA,71.262,67.744,10.69680341,NA,NA,6.24200811,4.792575032,7.476752769,8215.514922,1656.028927,14508.81558,NA,0.63,29.62598666,53.33793434,3.816793893,96.18320611,7.13,47.2,3.560159799,5.5642
"76","DZA","Algeria","High",93,114,1999,0.644,70.032,30.3460825,NA,NA,71.414,68.703,10.98326015,NA,NA,6.424954105,5.019194167,7.605662299,8327.85387,1631.06878,14756.67909,NA,0.627,31.06265174,54.44328669,3.816793893,96.18320611,6.89,47.07,3.013538848,5.4378
"77","DZA","Algeria","High",93,114,2000,0.652,70.478,30.774621,0.540670079,0.69668307,71.949,69.068,11.22196007,11.45874581,10.98517432,6.607900099,5.245813302,7.73457183,8459.649799,1626.268113,15022.3703,0.776,0.614,32.49931681,55.54863903,4.007633588,95.99236641,6.65,46.95,2.774968374,5.2201
"78","DZA","Algeria","High",93,114,2001,0.659,70.823,31.2009855,0.551396748,0.703069218,72.197,69.498,11.46065998,11.72674493,11.19457503,6.695277291,5.416477094,7.796448404,8724.944875,1758.531122,15417.86515,0.784,0.601,33.28739038,55.19642506,4.007633588,95.99236641,7.46,49.36,2.78322303,5.3649
"79","DZA","Algeria","High",93,114,2002,0.668,71.23,31.6246955,0.562903958,0.713371295,72.559,69.943,11.86806965,12.00101206,11.73512724,6.782654482,5.587140887,7.858324979,9026.512358,1911.973847,15863.5378,0.789,0.57,34.07546394,54.8442111,6.003752345,93.99624765,8.27,51.77,2.86777144,6.1223
"80","DZA","Algeria","High",93,114,2003,0.675,71.287,32.0558835,0.574402318,0.721222623,72.25,70.344,12.13883018,12.28169379,11.99596658,6.870031674,5.75780468,7.920201554,9551.519199,2164.835627,16650.60369,0.796,0.566,34.8635375,54.49199713,6.003752345,93.99624765,9.08,54.19,2.950491178,6.5844
"81","DZA","Algeria","High",93,114,2004,0.683,71.762,32.510186,0.595913122,0.727802499,72.812,70.735,12.47397995,12.56894016,12.38341999,6.957408865,5.928468473,7.982078128,9773.751115,2739.230047,16534.11911,0.819,0.561,35.65161106,54.13978316,5.253283302,94.7467167,9.89,56.6,2.821091211,6.9619
"82","DZA","Algeria","High",93,114,2005,0.69,72.061,32.9566905,0.594379949,0.734374723,73.075,71.069,12.72078991,12.9340601,12.51821995,7.044786056,6.099132265,8.043954703,10106.23758,2394.462043,17516.93667,0.809,0.56,36.43968462,53.78756919,5.253283302,94.7467167,10.71,59.01,3.367829111,7.0999
"83","DZA","Algeria","High",93,114,2006,0.696,72.334,33.4350805,0.601805169,0.738475538,73.379,71.313,12.81142044,13.01191998,12.62119961,7.268690109,6.364920139,8.165129662,10198.97388,2486.838678,17609.53094,0.815,0.552,38.4552002,54.6606102,5.253283302,94.7467167,11.52,61.42,3.167218383,7.3979
"84","DZA","Algeria","High",93,114,2007,0.701,72.602,33.9838275,0.610907055,0.742533102,73.735,71.499,12.98950005,13.26461029,12.72852039,7.327584982,6.46186018,8.18585968,10619.53215,2656.668069,18271.28521,0.823,0.533,38.99541092,54.83201027,6.476190476,93.52380952,12.33,63.84,3.233579314,8.0161
"85","DZA","Algeria","High",93,114,2008,0.709,72.941,34.5695915,0.619580194,0.74988906,74.071,71.841,13.43463516,13.68527508,13.19707012,7.386479855,6.55880022,8.206589699,10744.04508,2750.50242,18425.83248,0.826,0.523,39.53562164,55.00341034,6.476190476,93.52380952,13.14,66.25,3.213442612,9.5025
"86","DZA","Algeria","High",93,114,2009,0.716,73.62,35.1960365,0.6292783,0.756320089,74.864,72.413,13.87977028,14.10593987,13.66561985,7.353188038,6.55311294,8.146050627,10708.17326,2865.842926,18245.56432,0.832,0.516,39.81638406,54.31871137,7.047619048,92.95238095,13.95,68.66,3.37697963,10.7207
"87","DZA","Algeria","High",93,114,2010,0.721,73.808,35.8563435,0.638791977,0.760735802,74.873,72.769,14.23808002,14.55665016,13.93752956,7.319896221,6.54742566,8.085511554,10955.31455,3118.208082,18488.52895,0.84,0.517,40.09714647,53.6340124,7.047619048,92.95238095,14.16,68.86,3.300763179,9.7536
"88","DZA","Algeria","High",93,114,2011,0.725,74.123,36.5435415,0.644962651,0.763234982,75.236,73.04,14.46667957,14.80955029,14.14367962,7.286604404,6.54173838,8.024972482,10980.75981,3239.296024,18422.73233,0.845,0.508,40.37790888,52.94931342,7.238095238,92.76190476,14.98,68.33,3.423165807,9.2107
